question,document,type,order,text,pmid
960,7,2_abstract_sentence,4,Primary bone spongiosa formation was also disturbed and was accompanied by increased osteoclastic activity and reduced trabecular bone formation. ,22622662
960,7,2_abstract_sentence,5,Treatment of wild-type condylar explants with recombinant FGF2/FGF9 decreased Ptch1 and PTHrP expression in superficial/polymorphic layers and proliferation in chondroprogenitors. ,22622662
960,7,2_abstract_sentence,6,"We also observed early degenerative changes of condylar articular cartilage, abnormal development of the articular eminence/glenoid fossa in the TMJ, and fusion of the articular disc. ",22622662
960,7,2_abstract_sentence,7,"Analysis of our data indicates that the activating FgfR3(P244R) mutation disturbs TMJ developmental processes, likely by reducing hedgehog signaling and endochondral ossification. ",22622662
960,7,2_abstract_sentence,8,We suggest that a balance between FGF and hedgehog signaling pathways is critical for the integrity of TMJ development  and for the maintenance of cellular organization. ,22622662
960,8,1_title,0,Scalp fibroblasts have a shared expression profile in monogenic craniosynostosis.  ,19755431
960,8,2_abstract_sentence,0,"BACKGROUND: Craniosynostosis can be caused by both genetic and environmental factors, the relative contributions of which vary between patients. ",19755431
960,8,2_abstract_sentence,1,"Genetic testing identifies a pathogenic mutation or chromosomal abnormality in ∼ 21% of cases, but it is likely that further causative mutations remain to be discovered. ",19755431
960,8,2_abstract_sentence,2,OBJECTIVE: To identify a shared signature of genetically determined craniosynostosis by comparing the expression patterns in three monogenic syndromes with a control group of patients with non-syndromic sagittal synostosis. ,19755431
960,8,2_abstract_sentence,3,"METHODS: Fibroblasts from 10 individuals each with Apert syndrome (FGFR2 substitution S252W), Muenke syndrome (FGFR3 substitution P250R), Saethre-Chotzen  syndrome (various mutations in TWIST1) and non-syndromic sagittal synostosis (no  mutation detected) were cultured. ",19755431
960,8,2_abstract_sentence,4,"The relative expression of ∼ 47,000 transcripts was quantified on Affymetrix arrays. ",19755431
960,8,2_abstract_sentence,5,"RESULTS: 435, 45 and 46 transcripts were identified in the Apert, Muenke and Saethre-Chotzen groups, respectively, that differed significantly from the controls. ",19755431
960,8,2_abstract_sentence,6,"Forty-six of these transcripts were shared between two or more syndromes and, in all but one instance, showed the same direction of altered expression level compared with controls. ",19755431
960,8,2_abstract_sentence,7,Pathway analysis showed over-representation of the shared transcripts in core modules involving cell-to-cell communication and signal transduction. ,19755431
960,8,2_abstract_sentence,8,"Individual samples from the Apert syndrome cases could be reliably distinguished from non-syndromic samples based on the gene expression profile, but this was not possible for samples from  patients with Muenke and Saethre-Chotzen syndromes. ",19755431
960,8,2_abstract_sentence,9,CONCLUSIONS: Common modules of altered gene expression shared by genetically distinct forms of craniosynostosis were identified. ,19755431
960,8,2_abstract_sentence,10,"Although the expression profiles cannot currently be used to classify individual patients, this may be overcome by using more sensitive assays and sampling additional tissues. ",19755431
960,9,1_title,0,Medial temporal lobe dysgenesis in Muenke syndrome and hypochondroplasia.  ,12794698
960,9,2_abstract_sentence,0,Hypochondroplasia (HCH) and Muenke syndrome (MS) are caused by mutations on FGFR3 gene. ,12794698
960,9,2_abstract_sentence,1,FGFR3 is known to play a role in controlling nervous system development. ,12794698
960,9,2_abstract_sentence,2,"We describe the clinical and neuroradiological findings of the first two patients, to our knowledge, affected by HCH and MS, respectively, in whom bilateral dysgenesis of the medial temporal lobe structures has been observed. ",12794698
960,9,2_abstract_sentence,3,In both patients diagnosis was confirmed by molecular analysis. ,12794698
960,9,2_abstract_sentence,4,They were mentally normal and showed similarities in early-onset temporal lobe-related seizures. ,12794698
960,9,2_abstract_sentence,5,In both patients EEG recorded bilateral temporal region discharges. ,12794698
960,9,2_abstract_sentence,6,"MRI detected temporal lobe anomalies with inadequate differentiation between white and gray matter, defective gyri, and abnormally shaped hippocampus. ",12794698
960,10,1_title,0,Additional phenotypic features of Muenke syndrome in 2 Dutch families.  ,21403557
960,10,2_abstract_sentence,0,"In about 30% of the patients with syndromal craniosynostosis, a genetic mutation  can be traced. ",21403557
960,10,2_abstract_sentence,1,"For the purpose of adequate genetic counseling and treatment of these patients, the full spectrum of clinical findings for each specific mutation needs to be appreciated. ",21403557
960,10,2_abstract_sentence,2,The Pro250Arg mutation in the FGFR3 gene is found in patients with Muenke syndrome and is one of the most frequently encountered mutations in craniosynostosis syndromes. ,21403557
960,10,2_abstract_sentence,3,A number of studies on the relationship  between genotype and phenotype concerning this specific mutation have been published. ,21403557
960,10,2_abstract_sentence,4,Two Dutch families with Muenke syndrome were screened for the reported characteristics of this syndrome and for additional features. ,21403557
960,10,2_abstract_sentence,5,"New phenotypical findings were hypoplasia of the frontal sinus, ptosis of the upper eyelids, dysplastic elbow joints with restricted elbow motion, and mild cutaneous syndactyly. ",21403557
960,10,2_abstract_sentence,6,"Incidentally, polydactyly, severe ankylosis of the elbow, fusion of cervical vertebrae, and epilepsy were found. ",21403557
960,10,2_abstract_sentence,7,Upper eyelid ptosis is thought to be pathognomonic for Saethre-Chotzen syndrome but was also observed in our series of patients with Muenke syndrome. ,21403557
960,10,2_abstract_sentence,8,"Because Muenke and Saethre-Chotzen syndrome can have similar phenotypes, DNA analysis is needed to distinguish between these syndromes, even when a syndrome diagnosis is already made in a family member. ",21403557
960,11,1_title,0,A Korean family with the Muenke syndrome.  ,20592905
960,11,2_abstract_sentence,0,"The Muenke syndrome (MS) is characterized by unicoronal or bicoronal craniosynostosis, midfacial hypoplasia, ocular hypertelorism, and a variety of minor abnormalities associated with a mutation in the fibroblast growth factor receptor 3 (FGFR3) gene. ",20592905
960,11,2_abstract_sentence,1,"The birth prevalence is approximately one in 10,000 live births, accounting for 8-10% of patients with coronal synostosis. ",20592905
960,11,2_abstract_sentence,2,"Although MS is  a relatively common diagnosis in patients with craniosynostosis syndromes, with autosomal dominant inheritance, there has been no report of MS, in an affected Korean family with typical cephalo-facial morphology that has been confirmed by molecular studies. ",20592905
960,11,2_abstract_sentence,3,"Here, we report a familial case of MS in a female patient with a Pro250Arg mutation in exon 7 (IgII-IGIII linker domain) of the FGFR3 gene. ",20592905
960,11,2_abstract_sentence,4,"This patient had mild midfacial hypoplasia, hypertelorism, downslanting palpebral fissures, a beak shaped nose, plagio-brachycephaly, and mild neurodevelopmental delay. ",20592905
960,11,2_abstract_sentence,5,"The same mutation was confirmed in the patient's mother, two of the mother's sisters and the maternal grandfather. ",20592905
960,11,2_abstract_sentence,6,The severity of the cephalo-facial anomalies was variable among these family members. ,20592905
960,12,1_title,0,Muenke syndrome (FGFR3-related craniosynostosis): expansion of the phenotype and  review of the literature.  ,18000976
960,12,2_abstract_sentence,0,"Muenke syndrome is an autosomal dominant disorder characterized by coronal suture craniosynostosis, hearing loss, developmental delay, carpal and tarsal fusions, and the presence of the Pro250Arg mutation in the FGFR3 gene. ",18000976
960,12,2_abstract_sentence,1,Reduced penetrance  and variable expressivity contribute to the wide spectrum of clinical findings in Muenke syndrome. ,18000976
960,12,2_abstract_sentence,2,"To better define the clinical features of this syndrome, we initiated a study of the natural history of Muenke syndrome. ",18000976
960,12,2_abstract_sentence,3,"To date, we have conducted a standardized evaluation of nine patients with a confirmed Pro250Arg mutation in FGFR3. ",18000976
960,12,2_abstract_sentence,4,We reviewed audiograms from an additional 13 patients with Muenke syndrome. ,18000976
960,12,2_abstract_sentence,5,"A majority of the patients (95%) demonstrated a mild-to-moderate, low frequency sensorineural hearing loss. ",18000976
960,12,2_abstract_sentence,6,This pattern of hearing loss was not previously recognized as characteristic of Muenke syndrome. ,18000976
960,12,2_abstract_sentence,7, We also report on feeding and swallowing difficulties in children with Muenke syndrome. ,18000976
960,12,2_abstract_sentence,8,"Combining 312 reported cases of Muenke syndrome with data from the nine NIH patients, we found that females with the Pro250Arg mutation were significantly more likely to be reported with craniosynostosis than males (P < 0.01). ",18000976
960,12,2_abstract_sentence,9,"Based on our findings, we propose that the clinical management should include audiometric and developmental assessment in addition to standard clinical care and appropriate genetic counseling. ",18000976
960,13,1_title,0,Muenke syndrome.  ,14963686
960,13,2_abstract_sentence,0,BACKGROUND: Muenke syndrome is a genetically determined craniosynostosis that involves one or both coronal sutures. ,14963686
960,13,2_abstract_sentence,1,"In some patients it is associated with skeletal abnormalities such as thimble-like middle phalanges, coned epiphysis, and/or neurological impairment, namely sensorineural hearing loss or mental retardation. ",14963686
960,13,2_abstract_sentence,2,"In spite of a variable phenotype, Muenke syndrome has been related to a unique mutation on the FGFR3 gene, Pro 250 to Arg, which is characteristic of this disease. ",14963686
960,13,2_abstract_sentence,3,"Because of the incomplete penetrance of this anomaly, the suspicion of Muenke syndrome must be raised in any child with uni- or bilateral coronal craniosynostosis, and the genetic analysis propounded even in the absence of extracranial features. ",14963686
960,13,2_abstract_sentence,4,ILLUSTRATIVE CASES: We report the cases of two sisters who presented with Muenke  syndrome and whose affected mother did not have any form of craniosynostosis. ,14963686
960,14,1_title,0,Epilepsy in Muenke syndrome: FGFR3-related craniosynostosis.  ,23044018
960,14,2_abstract_sentence,0,"Epilepsy, a neurologic disorder characterized by the predisposition to recurrent  unprovoked seizures, is reported in more than 300 genetic syndromes. ",23044018
960,14,2_abstract_sentence,1,"Muenke syndrome is an autosomal-dominant craniosynostosis syndrome characterized by unilateral or bilateral coronal craniosynostosis, hearing loss, intellectual disability, and relatively subtle limb findings such as carpal bone fusion and tarsal bone fusion. ",23044018
960,14,2_abstract_sentence,2,Muenke syndrome is caused by a single defining point mutation in the fibroblast growth factor receptor 3 (FGFR3) gene. ,23044018
960,14,2_abstract_sentence,3,"Epilepsy rarely occurs in individuals with Muenke syndrome, and little detail is reported on types of epilepsy, patient characteristics, and long-term outcomes. ",23044018
960,14,2_abstract_sentence,4,We present seven patients with Muenke syndrome and seizures. ,23044018
960,14,2_abstract_sentence,5,"A review of 789 published cases of Muenke syndrome, with a focus on epilepsy and intracranial anomalies in Muenke syndrome, revealed epilepsy in six patients, with intracranial anomalies in five. ",23044018
960,14,2_abstract_sentence,6,"The occurrence of epilepsy in Muenke syndrome within our cohort of 58 patients, of whom seven manifested epilepsy, and the intracranial anomalies and epilepsy reported in the literature, suggest that patients with Muenke syndrome may be at  risk for epilepsy and intracranial anomalies. ",23044018
960,14,2_abstract_sentence,7,"Furthermore, the impact of Muenke syndrome on the central nervous system may be greater than previously thought. ",23044018
960,15,1_title,0,"Skeletal analysis of the Fgfr3(P244R) mouse, a genetic model for the Muenke craniosynostosis syndrome.  ",19086028
960,15,2_abstract_sentence,0,"Muenke syndrome, defined by heterozygosity for a Pro250Arg substitution in fibroblast growth factor receptor 3 (FGFR3), is the most common genetic cause of  craniosynostosis in humans. ",19086028
960,15,2_abstract_sentence,1,We have used gene targeting to introduce the Muenke syndrome mutation (equivalent to P244R) into the murine Fgfr3 gene. ,19086028
960,15,2_abstract_sentence,2,A rounded skull and shortened snout (often skewed) with dental malocclusion was observed in a minority of heterozygotes and many homozygotes. ,19086028
960,15,2_abstract_sentence,3,"Development of this incompletely penetrant skull phenotype was dependent on genetic background and sex, with males more often affected. ",19086028
960,15,2_abstract_sentence,4,"However, these cranial abnormalities were rarely attributable to craniosynostosis, which was only present in 2/364 mutants; more commonly, we found fusion of the premaxillary and/or zygomatic sutures. ",19086028
960,15,2_abstract_sentence,5,We also found decreased cortical thickness and bone mineral densities in long bones. ,19086028
960,15,2_abstract_sentence,6,"We conclude that although both cranial and long bone development is variably affected by the murine Fgfr3(P244R) mutation, coronal craniosynostosis is not reliably reproduced. ",19086028
960,16,1_title,0,"Talocalcaneal coalition in Muenke syndrome: report of a patient, review of the literature in FGFR-related craniosynostoses, and consideration of mechanism.  ",23378035
960,16,2_abstract_sentence,0,Muenke syndrome is an autosomal dominant craniosynostosis syndrome resulting from a defining point mutation in the Fibroblast Growth Factor Receptor3 (FGFR3) gene. ,23378035
960,16,2_abstract_sentence,1,"Muenke syndrome is characterized by coronal craniosynostosis (bilateral more often than unilateral), hearing loss, developmental delay, and carpal and/or tarsal bone coalition. ",23378035
960,16,2_abstract_sentence,2,Tarsal coalition is a distinct feature of Muenke syndrome  and has been reported since the initial description of the disorder in the 1990s. ,23378035
960,16,2_abstract_sentence,3,"Although talocalcaneal coalition is the most common tarsal coalition in the general population, it has never previously been reported in a patient with Muenke syndrome. ",23378035
960,16,2_abstract_sentence,4,We present a 7-year-old female patient with Muenke syndrome and  symptomatic talocalcaneal coalition. ,23378035
960,16,2_abstract_sentence,5,"She presented at the age of 7 with limping,  tenderness and pain in her right foot following a fall and strain of her right foot. ",23378035
960,16,2_abstract_sentence,6,"She was treated with ibuprofen, shoe inserts, a CAM walker boot, and stretching exercises without much improvement in symptoms. ",23378035
960,16,2_abstract_sentence,7,A computed tomography  (CT) scan revealed bilateral talocalcaneal coalitions involving the middle facet. ,23378035
960,16,2_abstract_sentence,8,"She underwent resection of the talocalcaneal coalitions, remaining pain-free post-operatively with an improvement in her range of motion, gait, and mobility. ",23378035
960,16,2_abstract_sentence,9, This report expands the phenotype of tarsal coalition in Muenke syndrome to include talocalcaneal coalition. ,23378035
960,16,2_abstract_sentence,10,"A literature review revealed a high incidence of tarsal coalition in all FGFR related craniosynostosis syndromes when compared to  the general population, a difference that is statistically significant. ",23378035
960,16,2_abstract_sentence,11,The most  common articulation involved in all syndromic craniosynostoses associated with FGFR mutations is the calcaneocuboid articulation. ,23378035
144,0,1_title,0,COUGER--co-factors associated with uniquely-bound genomic regions.  ,24861628
144,0,2_abstract_sentence,0,Most transcription factors (TFs) belong to protein families that share a common DNA binding domain and have very similar DNA binding preferences. ,24861628
144,0,2_abstract_sentence,1,"However, many paralogous TFs (i.e. ",24861628
144,0,2_abstract_sentence,2,members of the same TF family) perform different regulatory  functions and interact with different genomic regions in the cell. ,24861628
144,0,2_abstract_sentence,3,A potential mechanism for achieving this differential in vivo specificity is through interactions with protein co-factors. ,24861628
144,0,2_abstract_sentence,4,Computational tools for studying the genomic binding profiles of paralogous TFs and identifying their putative co-factors are currently lacking. ,24861628
144,0,2_abstract_sentence,5,"Here, we present an interactive web implementation of COUGER, a classification-based framework for identifying protein co-factors that might provide specificity to paralogous TFs. ",24861628
144,0,2_abstract_sentence,6,"COUGER takes as input two sets of genomic regions bound by paralogous TFs, and it identifies a small set of putative co-factors that best distinguish the two sets of sequences. ",24861628
144,0,2_abstract_sentence,7,"To achieve this task, COUGER uses a classification approach, with features that reflect the DNA-binding specificities of the putative co-factors. ",24861628
144,0,2_abstract_sentence,8,"The identified  co-factors are presented in a user-friendly output page, together with information that allows the user to understand and to explore the contributions of individual co-factor features. ",24861628
144,0,2_abstract_sentence,9,COUGER can be run as a stand-alone tool or through a web interface: http://couger.oit.duke.edu. ,24861628
129,0,1_title,0,Predictors of outcome in prolonged posttraumatic disorders of consciousness and assessment of medication effects: A multicenter study.  ,15759228
129,0,2_abstract_sentence,0,OBJECTIVES: To develop predictive models of recovery from the vegetative state (VS) and minimally conscious state (MCS) after traumatic brain injury (TBI) and to gather preliminary evidence on the impact of various psychotropic medications  on the recovery process to support future randomized controlled trials. ,15759228
129,0,2_abstract_sentence,1,"Design Longitudinal observational cohort design, in which demographic information, injury and acute care history, neuroimaging data, and an initial Disability Rating Scale (DRS) score were collected at the time of study enrollment. ",15759228
129,0,2_abstract_sentence,2,"Weekly follow-up data, consisting of DRS score, current psychoactive medications, and medical complications, were gathered until discharge from inpatient rehabilitation. ",15759228
129,0,2_abstract_sentence,3,SETTING: Seven acute inpatient rehabilitation facilities in the United States and Europe with specialized programs for treating patients in the VS and MCS. ,15759228
129,0,2_abstract_sentence,4,PARTICIPANTS: People with TBI (N=124) who were in the VS or MCS 4 to 16 weeks after injury. ,15759228
129,0,2_abstract_sentence,5,INTERVENTIONS: Not applicable. ,15759228
129,0,2_abstract_sentence,6,MAIN OUTCOME MEASURES: DRS score at 16 weeks after injury and time until commands were first followed (among those participants demonstrating no command following  at study enrollment). ,15759228
129,0,2_abstract_sentence,7,"Results DRS score at enrollment, time between injury and enrollment, and rate of DRS change during the first 2 weeks of poststudy observation were all highly predictive of both outcomes. ",15759228
129,0,2_abstract_sentence,8,No variables related to  injury characteristics or lesions on neuroimaging were significant predictors. ,15759228
129,0,2_abstract_sentence,9,"Of the psychoactive medications, amantadine hydrochloride was associated with greater recovery and dantrolene sodium was associated with less recovery, in terms of the DRS score at 16 weeks but not the time until commands were followed. ",15759228
129,0,2_abstract_sentence,10,"More detailed analysis of the timing of functional improvement, with respect to the initiation of amantadine provided suggestive, but not definitive, evidence of the drug's causal role. ",15759228
129,0,2_abstract_sentence,11,"CONCLUSIONS: These findings show the feasibility of improving outcome prediction  from the VS and MCS using readily available clinical variables and provide suggestive evidence for the effects of amantadine and dantrolene, but these results require confirmation through randomized controlled trials. ",15759228
129,1,1_title,0,Amantadine sulfate (PK-Merz) in the treatment of ischemic stroke: a clinical-experimental study.  ,19894299
129,2,1_title,0,Pharmacokinetics of amantadine in children with impaired consciousness due to acquired brain injury: preliminary findings using a sparse-sampling technique.  ,20129511
129,2,2_abstract_sentence,0,OBJECTIVE: To evaluate the pharmacokinetics of amantadine in children with impaired consciousness from acquired brain injury. ,20129511
129,2,2_abstract_sentence,1,"DESIGN: Randomized, double-blind, placebo-controlled, crossover study with sparse sampling for pharmacokinetics. ",20129511
129,2,2_abstract_sentence,2,SETTING: Tertiary care pediatric hospital. ,20129511
129,2,2_abstract_sentence,3,"PARTICIPANTS: Children, ages 6-18 years, with impaired consciousness 5-10 weeks after acquired brain injury. ",20129511
129,2,2_abstract_sentence,4,METHODS: Subjects received amantadine for 3 weeks. ,20129511
129,2,2_abstract_sentence,5,Subjects were randomized to placebo or amantadine 4 mg/kg/day for 7 days followed by 6 mg/kg/day for 14 days. ,20129511
129,2,2_abstract_sentence,6,Crossover was after a 7-day washout period. ,20129511
129,2,2_abstract_sentence,7,MAIN OUTCOME MEASURES: The Coma/Near-Coma Scale and Coma Recovery Scale-Revised were done 3 times per week to evaluate arousal and consciousness. ,20129511
129,2,2_abstract_sentence,8,Plasma concentrations of amantadine were determined for pharmacokinetic parameter estimation and evaluation of the exposure-response relationship. ,20129511
129,2,2_abstract_sentence,9,Adverse events were monitored. ,20129511
129,2,2_abstract_sentence,10,"RESULTS: Nine subjects met the final inclusion and exclusion criteria, 7 of whom  agreed to participate. ",20129511
129,2,2_abstract_sentence,11,Five subjects completed both arms of the study. ,20129511
129,2,2_abstract_sentence,12,Amantadine total body clearance was 0.17 L/h/kg with a half-life of 13.9 hours. ,20129511
129,2,2_abstract_sentence,13,Higher exposure of amantadine (average concentration of amantadine during 6 mg/kg/day >  1.5 mg/L) may be associated with better recovery of consciousness. ,20129511
129,2,2_abstract_sentence,14,CONCLUSIONS: Amantadine was well-tolerated in children with acquired brain injury and demonstrates pharmacokinetics similar to those reported for healthy young adults. ,20129511
129,2,2_abstract_sentence,15,"Based on the preliminary data, higher dosing may be considered in the setting of brain injury. ",20129511
129,3,1_title,0,Use of amantadine sulfate (PK-MERZ) during emergence from coma: results of a multicenter study.  ,18540467
129,4,1_title,0,Awakenings and awareness recovery in disorders of consciousness: is there a role  for drugs?  ,20658796
129,4,2_abstract_sentence,0,"Disorders of consciousness (DOC) include coma, vegetative state (VS) and minimally conscious state (MCS). ",20658796
129,4,2_abstract_sentence,1,"Coma is a condition of unarousability with a complete absence of wakefulness and awareness, whereas VS is characterized by a lack of awareness despite a preserved wakefulness. ",20658796
129,4,2_abstract_sentence,2,Patients in coma are unconscious because they lack both wakefulness and awareness. ,20658796
129,4,2_abstract_sentence,3,"Patients in a VS are unconscious because, although they are wakeful, they lack awareness. ",20658796
129,4,2_abstract_sentence,4,Patients in a MCS show minimal but definite behavioural evidence of self and environmental awareness. ,20658796
129,4,2_abstract_sentence,5,Coma results from diffuse bilateral hemispheric lesions or selective damage to the ascending reticular system (which is functionally connected to the  cerebral cortex by intralaminar thalamic nuclei). ,20658796
129,4,2_abstract_sentence,6,VS is a syndrome that is considered to be the result of a disconnection of different cortical networks rather than a dysfunction of a single area or a global reduction in cortical metabolism. ,20658796
129,4,2_abstract_sentence,7,"As revealed by functional imaging studies, clinical recovery is often associated with a functional restoration of cortico-thalamo-cortical connections. ",20658796
129,4,2_abstract_sentence,8,"Depending on the amount of network restored, patients may regain full consciousness or remain in a MCS. ",20658796
129,4,2_abstract_sentence,9,Molecular and neural mediators may indirectly contribute to the above restoration processes owing to their role in the phenomenon of neural synaptic plasticity. ,20658796
129,4,2_abstract_sentence,10,"Therefore, there is growing interest in the possible effects of drugs that act at the level of the CNS in promoting emergence from DOC. ",20658796
129,4,2_abstract_sentence,11,"Sporadic cases of dramatic recovery from DOC after the administration of various pharmacological agents, such as baclofen, zolpidem and  amantadine, have been recently supported by intriguing scientific observations. ",20658796
129,4,2_abstract_sentence,12,"Analysis of the reported cases of recovery, with particular attention paid to the condition of the patients and to the association of their improvement with the start of drug administration, suggests that these treatments might have promoted  the clinical improvement of some patients. ",20658796
129,4,2_abstract_sentence,13,"These drugs are from various and diverging classes, but can be grouped into two main categories, CNS stimulants and CNS depressants. ",20658796
129,4,2_abstract_sentence,14,"Some of these treatments seem to directly encourage a consciousness restoration, while others play a more determinant role in improving cognitive domains, especially in patients with residual cognitive impairment, than in the field of consciousness. ",20658796
129,4,2_abstract_sentence,15,"Given the great interest recently generated in the scientific community by the increasing number of papers addressing this issue, further investigation of the above treatments, with particular attention paid to their mechanisms of action, the neurotransmitters involved and their effects on cortico-thalamo-cortical circuitry, is needed. ",20658796
129,5,1_title,0,Placebo-controlled trial of amantadine for severe traumatic brain injury.  ,22375973
129,5,2_abstract_sentence,0,Comment in     N Engl J Med. ,22375973
129,5,2_abstract_sentence,1,2012 Jun 21;366(25):2427; author reply 2427-8. ,22375973
129,5,2_abstract_sentence,2,    N Engl J Med. ,22375973
129,5,2_abstract_sentence,3,2012 Jun 21;366(25):2427; author reply 2427-8. ,22375973
129,6,1_title,0,Vegetative state and minimally conscious state: a review of the therapeutic interventions.  ,20460949
129,6,2_abstract_sentence,0,"BACKGROUND/AIMS: The purpose of the present article is a systematic review of the proposed medical or surgical treatments in patients in chronic vegetative state (VS) or minimally conscious state (MCS), as well as of their mechanisms of action and limitations. ",20460949
129,6,2_abstract_sentence,1,"METHODS: For this review, we have agreed to include patients in VS or MCS having  persisted for over 6 months in posttraumatic cases, and over 3 months in nontraumatic cases, before the time of intervention. ",20460949
129,6,2_abstract_sentence,2,"Searches were independently  conducted by 2 investigators between May 2009 and September 2009 in the following databases: Medline, Web of Science and the Cochrane Library. ",20460949
129,6,2_abstract_sentence,3,The electronic search was complemented by cross-checking the references of all relevant articles. ,20460949
129,6,2_abstract_sentence,4,"Overall, 16 papers were eligible for this systematic review. ",20460949
129,6,2_abstract_sentence,5,"RESULTS: According to the 16 eligible studies, medical management by dopaminergic agents (levodopa, amantadine), zolpidem and median nerve stimulation, or surgical management by deep brain stimulation, extradural cortical stimulation, spinal cord stimulation and intrathecal baclofen have shown to improve the level of consciousness in certain cases. ",20460949
129,6,2_abstract_sentence,6,"CONCLUSION: The treatments proposed for disorders of consciousness have not yet gained the level of 'evidence-based treatments'; moreover, the studies to date have led to inconclusiveness. ",20460949
129,6,2_abstract_sentence,7,The published therapeutic responses must be substantiated by further clinical studies of sound methodology. ,20460949
129,7,1_title,0,Pharmacological modulation of the state of awareness in patients with disorders of consciousness: an overview.  ,24025054
129,7,2_abstract_sentence,0,The neurobiological approach to consciousness moves from the assumption that all  phenomenal experiences are based on neuronal activity in the brain. ,24025054
129,7,2_abstract_sentence,1,Consciousness has two main components: wakefulness and awareness. ,24025054
129,7,2_abstract_sentence,2,"While it may be relatively easy to determine the neuronal correlates of wakefulness, it is not the same for  awareness, of which the neural correlates are poorly understood. ",24025054
129,7,2_abstract_sentence,3,Knowledge of the circuitry and the neurochemistry of the sleep/wake condition is necessary but not sufficient to understand the circuitry and neurochemistry of consciousness. ,24025054
129,7,2_abstract_sentence,4,"Disorders of consciousness (DOCs) include coma, vegetative state and minimally conscious state. ",24025054
129,7,2_abstract_sentence,5,The study of DOCs and of the electrophysiological changes underlying general anaesthesia-induced loss of consciousness may help in understanding the neuronal correlates of consciousness. ,24025054
129,7,2_abstract_sentence,6,"In turn, the understanding of the neural bases of consciousness may help in designing interventions aimed at restoring consciousness in DOC patients. ",24025054
129,7,2_abstract_sentence,7,"Sporadic cases of recovery from a DOC have been reported after the administration of various pharmacological agents (baclofen, zolpidem, amantadine etc.). ",24025054
129,7,2_abstract_sentence,8,"This review provides an overview of such drugs, which are from various and diverging classes  but can be grouped into two main categories: CNS stimulants and CNS depressants. ",24025054
129,7,2_abstract_sentence,9," The available data seem to suggest an awakening effect obtained with CNS depressants rather than stimulants, the latter being more effective at improving  functional cognitive and behavioral recovery in patients who have spontaneously regained an appreciable level of consciousness. ",24025054
129,7,2_abstract_sentence,10,"There is a need for more rigorous systematic trials and further investigation of the above treatments, with particular attention paid to their mechanisms of action and the neurotransmitters involved. ",24025054
129,8,1_title,0,"Amantadine, apomorphine and zolpidem in the treatment of disorders of consciousness.  ",24025057
129,8,2_abstract_sentence,0,Survivors of severe brain injuries may end up in a state of 'wakeful unresponsiveness' or in a minimally conscious state. ,24025057
129,8,2_abstract_sentence,1,Pharmacological treatments of patients with disorders of consciousness aim to improve arousal levels and recovery of consciousness. ,24025057
129,8,2_abstract_sentence,2,"We here provide a systematic overview of the therapeutic effects of amantadine, apomorphine and zolpidem in patients recovering from coma. ",24025057
129,8,2_abstract_sentence,3,"Evidence from clinical trials using these commonly prescribed pharmacological agents suggests positive changes of the patients' neurological status, leading sometimes to dramatic improvements. ",24025057
129,8,2_abstract_sentence,4,These findings are discussed in the context of current hypotheses of these agents' therapeutic mechanisms on cerebral function. ,24025057
129,8,2_abstract_sentence,5,"In order to improve our understanding of the underlying pathophysiological mechanisms of these drugs, we suggest combining sensitive and specific behavioral tools with neuroimaging and electrophysiological measures in large randomized, double-blind, placebo-controlled experimental designs. ",24025057
129,8,2_abstract_sentence,6,"We conclude that the pharmacokinetics and pharmacodynamics of amantadine, apomorphine and zolpidem need further exploration to determine which treatment would provide a better neurological outcome regarding the patient's etiology, diagnosis, time since injury and overall condition. ",24025057
129,9,1_title,0,Disorders of consciousness and pharmaceuticals that act on oxygen based amino acid and monoamine neurotransmitter pathways of the brain.  ,24025056
129,9,2_abstract_sentence,0,Oxygen based neurotransmitters in the synapses of the brain are proposed to play  an important role in the generation of consciousness. ,24025056
129,9,2_abstract_sentence,1,"They include the amino acids glutamate and GABA which use Krebs cycle precursors for their synthesis, and the monoamines dopamine, noradrenalin, adrenalin and serotonin, which are derived from tyrosine and tryptophan. ",24025056
129,9,2_abstract_sentence,2,"During ischemia after an acute brain injury, a GABA surge often initiates brain suppression. ",24025056
129,9,2_abstract_sentence,3,"It has been proposed that with chronic ischemia, a secondary, possibly epigenetic response occurs when neurotransmitters deplete, a glucose and oxygen saving mechanism termed neurodormancy that may invoke alternative long term low energy metabolic pathways in the brain, encountered in Disorders of Consciousness. ",24025056
129,9,2_abstract_sentence,4,Some medications can reverse Disorders of Consciousness in some patients. ,24025056
129,9,2_abstract_sentence,5,Virtually all of them act on neurotransmitter systems that use oxygen as a building block or as an energy source within the brain. ,24025056
129,9,2_abstract_sentence,6,"Pharmaceuticals that act in the oxygen based amino acid  systems of the brain include the GABAergic medications zolpidem and baclofen, while those that act in the monoamine axes include the dopaminergic medications L Dopa, amantadine, bromocriptine, apomorphine and methylphenidate, and the noradrenergic and serotonergic medications desipramine, amitriptyline, protriptyline and fluoxetine. ",24025056
129,9,2_abstract_sentence,7,"Another group are the cholinesterase inhibitors, responsible for increasing acetylcholine, which is synthesized from the Krebs cycle initiator, acetyl CoA. ",24025056
129,9,2_abstract_sentence,8,It appears that pharmaceuticals that are active in the oxygen based neurotransmitter pathways of the brain are successful to arouse  to consciousness patients that suffer from its disorders. ,24025056
